user_id,item_list
294,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
298,10938 7602 11733 14251 10566 9975 6513 11303 8853 4063
302,9260 5398 6731 6237 9259 446 9262 7598 12696 6694
307,6018 4844 8635 5113 10227 6292 4410 6289 4279 12469
314,9127 17436 6799 4182 11140 6258 4500 817 17527 17982
317,4778 10954 9609 16255 15512 10607 9858 12406 4048 7330
321,5297 4361 6292 13918 4280 4033 3922 7310 1212 4028
329,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
334,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
343,13297 13325 11309 4190 9787 12181 8789 14780 7931 5516
346,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
351,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
356,11218 11220 15892 8363 5112 4657 5508 7295 14074 6359
359,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
361,11214 2234 13325 17405 17039 13319 9570 14617 12322 7857
364,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
367,9093 10112 4783 13215 5416 6533 8911 9465 4653 4908
370,4844 7581 8635 6289 5113 10227 4410 2301 4279 10466
372,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
388,4070 7457 4446 7455 10055 8242 9104 18193 146 13838
393,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
397,10726 11457 10186 16336 15251 16045 17671 16513 173 9237
399,530 17764 4554 4499 5599 1878 16170 16201 10821 3934
414,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
417,2522 9033 6955 577 8821 168 12658 5347 3209 6589
419,3897 10055 6228 4696 17989 189 9948 5518 8423 7602
422,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
425,187 194 4762 5560 3991 8186 14879 14847 131 7199
432,13851 7372 7353 4310 9248 8075 114 18158 5336 7374
435,15398 18329 6300 8473 18293 12980 6807 3731 3974 5190
438,3541 2776 5940 17766 7579 5280 11361 8620 2981 11268
444,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
447,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
459,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
468,6404 8186 4279 5113 4280 8179 5114 6292 5112 192
472,189 187 192 194 5560 10068 10067 10227 8186 14847
474,4748 5044 4629 5560 3580 5554 5223 7659 4708 11906
476,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
481,4343 4490 16376 15841 4179 6246 2234 1915 9523 18157
483,3806 4629 5645 6650 1212 5143 4630 6510 6911 11220
488,5114 8638 7581 10232 10466 5562 2301 5112 3834 13825
490,4035 4033 3922 5645 4361 9228 6289 4194 5113 4365
492,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
495,10466 8483 4034 5113 6292 8638 4365 4035 4627 17955
497,3852 4708 4748 3996 13836 17558 8858 8203 4854 4719
500,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
503,3190 18435 7300 7779 3060 15378 9408 1355 7217 7218
505,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
511,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
514,15801 17767 4202 17733 376 8075 3104 5295 11214 2505
516,6692 5697 6061 9206 15496 11240 16661 12808 8011 7606
521,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
523,5143 8666 8638 1023 5142 4410 5113 8627 10067 5196
526,8535 10167 9446 5617 7602 10528 3901 10810 15099 4396
528,3806 4657 5120 4219 197 5142 9259 7354 5128 5147
530,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
540,5508 5562 724 5700 10227 7581 7583 8666 5561 7706
544,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
548,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
552,2835 10227 8638 8481 10067 4000 9461 12187 2103 5192
562,8523 4514 8508 8515 8518 4513 8516 4708 8524 4284
564,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
573,16175 16700 16220 672 4063 8943 16232 3928 15003 4059
577,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
579,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
588,12386 4459 481 18335 5640 10859 14307 8634 18345 10551
592,17957 18031 16280 4279 5610 72 7706 18100 10289 10653
595,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
600,10227 7583 7581 8666 7310 5562 11733 8638 5142 3805
603,5143 8666 10067 7581 1023 5147 2301 4279 6289 8627
606,7584 4361 7585 4795 4755 3897 2154 7880 5460 4783
614,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
618,4748 5560 5044 4629 5222 5465 5554 3580 5223 5589
622,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
624,7937 780 8524 18135 4567 12805 14179 4803 4804 4807
628,7662 345 14315 5839 9017 11220 16691 1475 15148 9650
638,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
643,15341 2116 1243 1039 16832 15450 2790 446 16742 5476
645,4976 5005 6021 6092 4968 3982 3160 6350 7631 203
656,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
662,1011 15949 17307 14596 6763 6491 7220 7668 1075 5802
667,8567 5294 10966 5887 18320 13836 11239 5742 8565 17620
670,8018 4340 8893 5923 13849 9271 17775 14216 9661 6284
673,8500 6392 18194 9712 6133 17590 7293 8428 6898 8928
675,10466 814 5196 7594 4768 520 4693 5465 7493 7496
679,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
682,5393 2726 17206 17449 6520 17205 5610 2908 12839 8684
685,5187 6458 7006 6952 5246 759 18292 16059 1229 13003
692,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
695,5518 18185 4396 4070 4805 15706 6393 3252 4720 4209
702,5645 10466 7310 189 5297 8186 12194 2301 4279 5114
704,8448 4630 17791 6165 4404 7770 6405 11366 12630 11419
711,5135 3806 4629 5645 1212 4487 5143 4630 7354 6510
714,4720 3654 4719 7495 3842 7496 9456 7493 5736 7497
716,5508 5561 3805 7627 7651 4844 6292 12469 5044 6404
720,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
728,3407 14259 9347 10116 11337 16751 4878 13852 15187 18228
734,11733 735 739 15908 13838 736 17550 5142 738 13837
739,11783 16184 7880 14353 4127 686 4220 4256 144 10938
744,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
746,6404 8186 5113 8179 5114 6292 5112 5593 4123 4219
752,9229 5142 10169 4186 17819 3822 5343 9009 6276 12852
756,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
759,9303 2301 5142 5128 8638 7583 4762 5196 5147 8694
764,17584 7462 5181 4346 4179 373 8540 8328 5714 7372
769,7437 18189 18061 5294 18073 4024 8040 7642 12698 3588
778,5113 6289 4057 8481 8638 4844 5112 6404 17955 6807
780,11191 6530 2301 3568 126 11733 8564 3897 15119 207
782,144 8856 4224 1034 5455 5135 8229 6700 4218 3883
785,16186 12720 12187 9832 12000 10467 3024 4082 4113 6430
787,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
793,10167 10157 8565 15134 8564 10152 6092 8563 9832 8516
796,4691 4696 4693 5926 5275 7259 5650 5297 3541 8203
798,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
802,5508 5561 3805 7627 7651 4844 6292 12469 5044 6404
806,4968 234 10068 10232 9043 3991 6344 737 8031 17863
808,4340 17547 5904 8018 5693 5943 6140 3094 8893 9271
811,4703 10163 4704 8481 6289 5297 4057 1212 8635 9224
813,2709 11395 15801 5561 17836 389 11270 5206 16167 5678
817,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
820,2379 4191 6022 3160 17363 4411 16501 18248 5012 6776
823,4010 7495 8619 7781 6296 40 4695 16170 10676 3830
826,11832 18435 251 2937 7803 10910 6316 16754 5072 12811
833,3608 5840 16689 5693 10088 14179 5064 13156 9046 648
836,4129 7880 8035 4860 16280 16583 5419 14383 12052 15732
839,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
842,11670 14163 16772 2748 14610 12086 3380 2914 13489 3382
844,9050 14751 11308 8937 5165 10069 4552 10235 17264 14277
849,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
854,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
857,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
861,8179 4280 6018 17558 4279 6292 8481 12038 7640 10636
863,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
866,4217 15797 17768 16178 4720 8084 4349 5340 10041 10037
868,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
870,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
872,5732 15908 3653 16584 15892 5005 6798 6416 4010 6793
874,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
880,3655 5736 7496 7493 3842 5061 4010 7495 5737 5918
885,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
889,5645 4197 11300 4201 6530 4127 7304 15207 5644 3963
891,5524 4779 4169 67 5731 2234 3902 4065 12441 1915
895,2301 256 15760 7671 11786 12357 8261 8619 3996 7308
898,15398 18329 8473 18293 12980 6807 3731 3974 5190 7373
904,9461 10055 6812 9103 15462 4035 2586 14727 4057 4627
912,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
920,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
923,5113 6404 2301 16209 10227 7581 8635 8638 4279 5034
937,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
939,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
943,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
955,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
957,4779 4169 5731 3902 12441 10960 372 3254 3886 3537
959,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
964,6289 5113 9224 5112 6404 4844 8481 8635 8483 10466
967,16617 5710 9820 5933 3903 5350 18179 10967 14808 5708
969,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
971,15845 15814 15816 8700 6861 4120 6855 15815 15844 15818
976,5433 4359 4346 10169 5291 17711 10026 15003 6398 15118
980,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
986,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
988,4279 4280 192 4034 4658 15095 7640 6391 10636 16584
990,12923 14610 2185 8411 2983 3015 8320 4845 8171 4091
992,5114 10466 5112 4410 6289 6404 6018 6292 4844 8638
994,16659 4365 4035 4362 4034 8483 17558 17559 3922 5455
1000,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1002,5645 5296 10227 187 9224 15892 15908 735 8478 739
1005,5455 4365 4035 7581 4362 4034 8483 17558 17559 3922
1008,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1012,8308 9477 2301 5142 8638 4762 5196 7584 4657 15030
1015,4481 4480 8872 2523 15002 538 569 4625 5529 9308
1017,145 10277 11782 1661 2586 12527 12747 6180 4194 4030
1019,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1023,4035 4033 3922 5645 4361 9228 6289 17989 4194 5113
1027,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1029,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1037,145 10277 11782 1661 2586 4194 4081 6758 8417 4485
1040,8179 6018 17558 6292 8481 12038 5113 17955 6289 5143
1043,6292 10466 4844 7310 6404 5113 8483 10227 8638 4361
1047,8399 571 7688 1193 5499 7699 8398 15537 17974 6160
1049,9186 14112 2518 10116 14723 5619 12470 3092 350 18228
1051,3105 10142 14867 14851 18354 3123 3100 14876 14865 6165
1056,6292 10466 4844 7310 6404 5113 8483 10227 8638 4361
1063,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1077,11734 739 737 15908 735 1212 738 5562 736 8627
1082,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1086,197 10227 18343 5560 8306 17748 7199 8564 5143 5044
1097,13325 12449 11971 9701 12445 11961 4918 8674 1924 12450
1099,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1103,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1108,8179 16278 8181 12848 2415 6390 3955 5012 7882 17989
1115,4696 6943 5671 7662 4531 4702 5603 431 5551 10284
1118,12469 5114 6526 3572 8008 8483 9446 3565 4627 5275
1120,9228 4035 9236 8308 7496 9103 8473 8583 5623 9227
1126,10227 8873 4482 18343 5909 13825 7708 8871 10636 9231
1132,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1134,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1140,15100 15101 12469 15102 8668 2301 8414 3572 8526 6530
1145,6880 5529 5338 6507 5686 10575 4200 18262 127 4384
1148,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1150,5128 12698 8524 11300 8519 13210 16469 15855 13214 5875
1152,4034 5542 8179 17836 16278 6327 12848 7594 4635 15303
1156,5114 10466 5112 4410 6289 6404 6018 6292 4844 8638
1159,14727 10960 5296 4010 10055 15222 12037 14207 17957 6391
1174,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1178,3572 6526 3565 9208 3582 3595 9203 7592 3594 3566
1183,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1186,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1192,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1195,8565 2301 5143 5147 8638 8563 4783 15118 1212 7581
1199,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1205,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1209,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1213,4844 8445 7581 6404 6289 8635 5297 12194 9461 17955
1217,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1219,5111 9031 485 9755 7252 18286 15460 16601 9759 13264
1222,5113 4844 10466 6404 8483 7310 5112 8481 8635 14847
1224,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1230,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1233,12194 4357 2060 6784 18025 16184 9714 6276 4128 4437
1237,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1245,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1248,4365 4035 4362 4034 8483 17558 17559 3922 5455 9224
1250,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1257,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1261,7703 17559 16224 17558 6824 7699 8534 13002 12410 14265
1265,10068 9303 18343 2301 7581 8638 8306 10227 4762 4361
1268,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1270,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1278,6284 8132 6898 3106 1344 8799 1321 4525 4526 1686
1283,4034 3922 12469 4361 4033 13202 4124 8414 9229 5560
1286,6793 6796 4627 10466 6866 4343 7172 1338 5610 345
1288,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1297,2301 5142 8638 4762 5128 8666 8186 6648 5196 10068
1299,4279 8635 5593 6404 7581 8186 9224 1212 7640 8481
1305,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1324,8668 2301 7581 4844 12469 5143 8414 10227 9461 8635
1327,6884 17643 17234 10688 5771 5802 12658 5809 12668 14866
1329,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1336,4640 4671 5196 6018 5128 494 8567 16224 3604 3593
1339,5645 9948 2709 8381 2736 8389 11270 8853 7465 12516
1341,5113 6289 4057 7607 8481 8638 4844 5112 6404 17955
1348,5113 4010 6292 10466 6289 10960 8483 5114 6018 10142
1353,14847 3105 8638 4057 6880 4627 10843 8565 572 2678
1358,4355 5589 13075 5009 4937 5481 6816 16376 520 4952
1361,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1365,8331 11079 14912 17596 3507 4832 234 3368 13832 11238
1369,724 5114 10466 5112 4410 6289 6404 6018 6292 4844
1374,5143 10067 8666 5147 1023 8638 197 4446 4279 194
1377,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1380,389 12037 5305 6436 14772 6411 8981 11624 436 9470
1391,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1393,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1396,4034 3922 4361 4033 4124 9229 4194 7326 7323 9948
1398,13208 13210 9229 7496 14977 5964 15006 4362 14979 5529
1402,6555 5697 8485 17791 13842 10559 6691 3643 6699 54
1405,7353 17584 5181 4179 373 8540 7372 4217 18291 7823
1408,7171 4404 8475 12067 8310 5673 9820 6398 5909 4335
1411,3572 3566 8982 3593 9446 7581 12469 8414 2301 8404
1416,4034 17955 4844 8445 7581 9229 3922 6404 5560 6289
1419,18182 5331 17547 18194 5139 1148 3119 2054 7006 12907
1421,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1423,10232 3565 8481 4346 7657 4128 737 13831 7192 3569
1427,5434 5729 4179 7584 16373 7655 3726 8181 18031 9305
1430,9134 8737 8889 4289 4451 11337 16166 14921 10610 2599
1435,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1438,7671 5637 11330 16209 6799 14281 6881 14331 7 7474
1442,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1449,10227 3572 9446 3565 8202 7662 1105 15496 1143 5602
1454,4719 4657 9461 5294 4634 4717 5951 3922 6136 6530
1458,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1460,13688 11173 6731 4309 2903 13265 11170 14555 1766 12734
1462,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1469,6364 4556 5730 3834 6428 5731 6455 13786 3648 3647
1471,16184 7880 14353 8432 4127 11782 686 4220 3782 4970
1473,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1476,5113 6289 4057 8481 8638 4844 5112 6404 17955 6807
1479,9477 15030 2301 7584 4783 7581 16584 4785 5147 3834
1482,7437 5204 5202 5203 18189 18061 5294 18073 4024 8040
1490,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1493,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1495,1303 14772 6411 17862 9471 390 11624 13637 5270 13645
1501,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1504,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1507,4630 3806 6943 3805 5465 5560 4747 5190 5044 6035
1510,8856 5305 2518 5631 6205 5163 4985 10564 5302 12747
1515,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1520,9938 194 9939 10238 5528 3852 17732 17455 15806 4014
1525,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1529,8179 17559 17558 6018 16181 6292 8481 4361 12038 3951
1535,5645 5296 10227 187 9224 15892 8478 7310 14847 8481
1537,5433 4359 10169 10024 17711 15003 15118 9655 18025 7826
1539,5700 8641 5494 5523 7172 4628 5696 4000 207 5693
1544,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1548,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1551,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1554,6503 1069 1936 17646 12472 6368 9330 16670 13820 3458
1558,10227 12469 8638 9461 10055 10117 8666 4446 8448 6955
1564,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1574,1034 2507 4745 8866 9015 7956 4744 7957 13538 11232
1577,9126 9475 8666 15030 9476 4514 4512 7354 724 3886
1579,7310 5645 10466 5113 17955 12469 6292 5297 6289 8186
1588,520 4124 6903 16209 1023 6359 4233 5525 11921 4094
1591,5113 6404 2301 10227 7581 8635 8638 4279 5034 7304
1595,3251 3254 4018 5596 11045 8041 12357 8376 9266 7522
1599,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1601,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1605,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1609,12469 8668 12355 12358 3897 2301 8414 10055 4844 3834
1617,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1620,11951 11945 11942 11943 11944 11965 11946 11940 8269 7145
1623,14194 4408 14746 5619 9036 4796 9703 16410 841 5496
1625,3971 8059 4628 16106 5664 4783 3604 16220 6812 1432
1632,4691 4696 4693 5926 5275 5650 5297 3541 4695 4728
1639,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1641,2379 4191 1686 6022 8979 3160 16501 6776 7293 6049
1643,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1654,5128 8666 4806 12355 3252 4795 8564 5143 187 4762
1666,12469 13202 8414 5560 8526 6289 15118 8306 9446 6504
1671,18096 379 18100 18095 18098 18094 18093 18092 17962 382
1674,1415 1936 1783 1020 16609 6646 15594 3238 1770 5126
1677,5645 3251 7310 8478 3922 187 5296 10227 15892 4361
1680,15205 12100 5065 3658 1009 9312 9308 4990 8284 11890
1682,6018 8481 6292 5113 6289 5297 9014 4844 8635 4280
1686,9476 5276 9477 15030 5280 10067 7887 8984 9126 15031
1689,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1697,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1699,11218 15892 11220 5112 7295 14074 6359 15112 5291 4623
1704,10227 7583 7581 8666 7310 5562 11733 8638 5142 3805
1707,6167 12852 9714 16209 4539 14075 1531 13131 9358 8242
1711,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1713,9446 10169 7602 3901 15099 5429 5602 4396 5338 10527
1715,6292 10466 4844 7310 6404 5113 8483 10227 8638 4361
1717,5645 8414 8666 6289 9461 4410 15100 7310 7581 4279
1723,11214 13297 17039 16206 6232 7857 18248 18085 16726 16835
1726,8638 5113 7581 5143 5142 8666 5128 1023 6404 18185
1730,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1736,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1739,3572 3566 8638 12469 8414 8982 8526 6229 9446 1212
1743,6798 8638 10466 5645 5034 6404 5113 6794 5610 2301
1745,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1754,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1757,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1760,7437 18189 18061 5294 18073 4024 7642 12698 3588 2586
1764,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1769,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1771,4410 4626 6043 4693 6793 6812 16184 3971 6291 4037
1777,8594 16163 7754 7750 4463 1713 7854 7848 4981 5167
1779,9948 2616 8111 15458 13595 17335 8381 11782 9741 1041
1783,7496 7495 3842 4010 3654 3834 4001 10232 7199 9043
1785,5645 4197 11301 4201 6530 6432 4127 11211 5074 8363
1790,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1792,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1794,11240 144 8856 6881 4218 1034 5455 5135 8229 6903
1797,5656 16767 7092 7077 16400 16414 6641 7741 2757 9671
1802,15100 15099 12469 4410 15119 6018 3991 4844 8635 15120
1806,5174 3873 5441 7763 11997 3592 4513 10555 6373 16273
1808,5113 6404 2301 10227 7581 8635 8638 8049 4279 5034
1811,5562 5508 6289 724 10466 7704 5113 4629 10141 3601
1817,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1823,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1825,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1829,6899 4883 566 6954 4200 14255 10559 3137 14197 8962
1832,16178 4325 8470 11280 5644 9334 12330 12880 4623 7925
1837,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1840,7651 5384 17140 15732 4074 155 4309 5378 249 11639
1851,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
1856,18494 6068 6160 6161 6162 6163 6164 6165 6166 6167
